symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
NET,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Moving_Average_15 | Expanding_Mean,199,13,0.1647280242566874,0.9621183788555252,6.657536700030916,True,[]
BEN,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Upper_Band | Rolling_Mean | Moving_Average_10 | Short_EMA | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,16,0.1145028782424708,0.0841000820979983,0.0907769214346783,True,[]
UHS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,17,1.2262105564112074,3.2939441147033905,3.0983777685834326,True,[]
BKR,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,16,0.0381331442082255,0.1269336770226147,0.7108116325927614,True,[]
SBAC,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.5472169914101488,1.462470471635657,5.088522911287614,True,[]
ROK,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,16,0.895427101537855,0.9717812303025092,5.37078988756709,True,[]
PTC,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Moving_Average_3 | Moving_Average_5 | Close_Cubed | Close_Inverse | EMA | Short_EMA | Upper_Band | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,18,0.7039753414574356,5.742071839059059,7.7212765164892065,True,[]
NRG,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Log_Close | Moving_Average_5 | EMA | Upper_Band | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Moving_Average_15 | Close_Inverse | Expanding_Mean | Lower_Band,199,16,0.3137712923865839,0.6224959447151718,3.5704160692905247,False,"['Close', 'Cumulative_Returns', 'Close_Inverse']"
NSC,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.3051973412947242,0.5231012230824047,16.786824568768058,True,[]
BSY,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,16,0.0453000152167503,0.1244707016700774,0.5420078684025195,True,[]
NKE,Cumulative_Returns | Close | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Lower_Band | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,17,0.3575010203381437,1.4562659508220983,1.6167402252341072,False,['Close_Squared']
FIS,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,15,0.0487865363648058,0.0469282620980772,3.1977117125781014,True,[]
FANG,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.1983743067224239,1.0379130675251953,3.771992200888121,True,[]
PCOR,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,15,0.1075585729604186,0.4209752766096427,2.9745524444679257,True,[]
VEEV,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.5186468675259107,0.4033031340620371,9.809062763836389,True,[]
VTR,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.0674794516818737,0.1793271074180657,1.1531413246847368,True,[]
MAS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Moving_Average_5 | Close_Inverse | Upper_Band | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,0.0490327349066387,1.3221531213526885,0.8832862335491364,True,[]
RF,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,15,0.0446975996058788,0.015406853951771,0.4506376723832707,True,[]
TME,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Upper_Band | Lower_Band | Long_EMA | Expanding_Mean,199,16,0.0152521416599339,0.0555644395577727,0.6296376997206524,True,[]
MAR,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Moving_Average_3 | Moving_Average_5 | EMA | Close_Inverse | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,0.4785712894105657,3.1198369436996884,14.04117288832458,True,[]
XYL,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,17,0.2129866583754656,0.9019594794097971,9.90588447342849,False,['Close_Squared']
CMI,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,17,0.2596735375343341,0.7095354912505079,17.989220489030693,True,[]
TOL,Cumulative_Returns | Close | Square_Root_Close | Moving_Average_3 | Moving_Average_5 | Log_Close | Upper_Band | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Close_Inverse | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.2315554640151934,0.5369928614616695,1.1721668598239734,True,[]
HEI,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Long_EMA | Moving_Average_15 | Upper_Band | Expanding_Mean,199,16,0.0934075276393711,1.0572234445864717,3.6020661780575085,True,[]
KR,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.0242287169441703,0.1034360011639281,1.8647776763702395,True,[]
PLD,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Lower_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.1150152870589232,0.5826899908377791,1.0914710601654627,True,[]
IBM,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Close_Squared | Log_Close | Moving_Average_5 | EMA | Upper_Band | Short_EMA | Rolling_Mean | Moving_Average_10 | Close_Cubed | Close_Inverse | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,18,0.0832802602470501,3.700815634611574,7.845937140390239,True,[]
BSX,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Cubed | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,18,0.117937863056566,0.482511280328608,0.4811079530461543,True,[]
LKQ,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,16,0.0987118026270218,1.1211963149958226,1.4394653296309738,True,[]
LIN,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Close_Inverse | Close_Cubed | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,18,0.9660852503551248,1.5455714403374956,6.211824974181906,True,[]
ITW,Cumulative_Returns | Close | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.5282700579517983,2.1466365985047227,11.730839497360773,True,[]
EOG,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Lower_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,0.1134443043088013,0.2040201807983692,5.386365008400101,True,[]
SREA,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,18,0.0618289183761811,0.0809496261009952,0.1084718076169238,True,[]
ARCC,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,17,0.032251877598317,0.1601787109447886,0.4003919896516543,True,[]
KMB,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Close_Cubed | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,18,0.1418154445437101,0.1374901467899199,2.137957444944879,True,[]
SPGI,Cumulative_Returns | Close | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.852356868879608,8.04493442273294,0.1975761316526803,True,[]
NEM,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,0.1243933410655349,0.3896756862317326,0.5727267656600684,True,[]
WFC,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Lower_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,0.0432365062326166,0.9870175457889364,8.565818106358392,True,[]
CTVA,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.0788723241529027,1.3934936992009508,0.9421308235802824,True,[]
PAA,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Lower_Band | Moving_Average_15 | Upper_Band | Expanding_Mean,199,17,0.0302778448930452,0.1600774960762488,1.357332752157657,True,[]
TTD,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.2405479256286953,0.3910437536253857,3.938074465327091,True,[]
EL,Cumulative_Returns | Close | Square_Root_Close | Moving_Average_3 | Log_Close | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Close_Inverse | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,15,1.0480217165529524,4.76775597937628,18.999714901717685,True,[]
GS,Cumulative_Returns | Close | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.1456665548537603,0.5448147633272216,26.14973410175295,True,[]
GD,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,0.1131083674333581,1.6347503005867905,21.951753658235,True,[]
CNP,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,18,0.0284257177281634,0.1259077396574205,0.6032086977658431,True,[]
PM,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,18,0.0378648145505908,0.0324783079085905,0.7747404037586751,True,[]
MCO,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.4952737331378682,5.334972537614488,1.5363010560300718,True,[]
CLX,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,1.1290013255203812,0.4032790737951037,4.184503939994256,True,[]
CAH,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Moving_Average_3 | Moving_Average_5 | Close_Inverse | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.386279615765406,1.4040816103134974,4.383479491290145,True,[]
DUKB,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,18,0.0530529989580989,0.0551867174603296,0.3774800452800068,True,[]
MPWR,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.7127191294892801,7.432348317329136,26.30643713384988,True,[]
DGX,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Close_Cubed | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,18,0.1006215628138115,0.3092196859184322,0.9765437145911184,True,[]
AVB,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Lower_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,18,0.1708919484176523,0.5571450664001705,1.6550298951273614,True,[]
DIS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,0.1806964894255581,1.5355450625957194,0.9514121245723468,True,[]
RS,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,1.0320464873532371,1.820305666824904,16.990972235530283,True,[]
CBRE,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,0.2357725240779424,0.292387119203808,5.416775613790128,True,[]
GE,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Moving_Average_5 | Close_Squared | Log_Close | Upper_Band | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Lower_Band | Long_EMA | Close_Cubed | Close_Inverse | Expanding_Mean,199,18,0.7377497709136485,1.8244334378126463,2.48850851452964,False,"['Close_Squared', 'Close_Cubed']"
HII,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Moving_Average_5 | Close_Inverse | EMA | Short_EMA | Upper_Band | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,0.1740751738147029,2.8016208722685483,17.59325128090333,True,[]
LDOS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Moving_Average_3 | Moving_Average_5 | Close_Inverse | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Upper_Band | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.1399736362131803,0.7463521372029724,8.507877014772333,True,[]
MPLX,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Close_Inverse | Close_Cubed | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Upper_Band | Long_EMA | Lower_Band | Expanding_Mean,199,18,0.0446166087279884,0.1039790177128383,0.7688778805201497,True,[]
ALL,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Lower_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,0.2114136548406255,1.7619704734177069,14.67214441282626,True,[]
AMH,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Lower_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.0136432231493707,0.051276190266352,0.313528579460847,True,[]
ERIE,Close | Cumulative_Returns | Square_Root_Close | Log_Close | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,12,0.5354037949032197,0.7427898600383928,5.364231344948636,True,[]
ITT,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Moving_Average_3 | Moving_Average_5 | EMA | Close_Inverse | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,17,0.4049206404528374,1.2515319782144805,4.266981408974352,True,[]
NFLX,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Log_Close | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Close_Inverse | Moving_Average_15 | Long_EMA | Expanding_Mean,199,15,0.6068210021489588,6.559895117103352,34.246279034799656,True,[]
LEN,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Moving_Average_5 | Close_Inverse | EMA | Upper_Band | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.1085950141530199,2.375576845461905,4.102588449688324,True,[]
WST,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,16,1.1987704207083545,0.9576578417666568,35.970023342849295,True,[]
GWW,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Moving_Average_3 | Moving_Average_5 | Close_Inverse | EMA | Short_EMA | Upper_Band | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,4.477528979963675,15.189786253623732,45.42081233820467,False,['Close_Squared']
TRGP,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,17,1.3973753067730548,2.5088152644047472,1.975317830275347,True,[]
LII,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Moving_Average_5 | Close_Squared | Log_Close | EMA | Short_EMA | Upper_Band | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Close_Inverse | Lower_Band | Expanding_Mean,199,17,3.3441564752647053,24.02784149787781,40.41911371462599,True,[]
NTRS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Upper_Band | Long_EMA | Expanding_Mean,199,16,0.0727632293117046,0.246036860515991,1.0090479733507,True,[]
AGNCN,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,18,0.013344505469651,0.0933351191422381,0.5342664963044854,True,[]
MANH,Cumulative_Returns | Close | Square_Root_Close | Moving_Average_3 | Log_Close | Moving_Average_5 | EMA | Short_EMA | Close_Inverse | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,1.4366254810357586,3.2541098866347653,7.893816340891087,True,[]
FICO,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Log_Close | Moving_Average_5 | EMA | Short_EMA | Upper_Band | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Close_Inverse | Lower_Band | Expanding_Mean,199,16,2.555448414914658,68.67003159029544,22.716116585583983,True,[]
AXON,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,16,0.6470390421116642,3.6330406506235895,9.00812908176587,True,[]
FITBP,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Long_EMA | Moving_Average_15 | Upper_Band | Expanding_Mean,199,17,0.0658549501276068,0.051236691394174,0.8680981797064274,True,[]
CVS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,17,0.0566186390764506,0.093712855699731,1.652022989110988,True,[]
AOS,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,17,0.0881734573696044,0.6531429448237843,2.9967159051920342,True,[]
FE,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Moving_Average_15 | Long_EMA | Upper_Band | Expanding_Mean,199,18,0.0941740478102165,0.2969219771789382,0.5224563715488102,True,[]
JPM,Close | Cumulative_Returns | Square_Root_Close | Close_Squared | Log_Close | Moving_Average_3 | Moving_Average_5 | Close_Inverse | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,17,0.1999346878116528,1.512004544888328,7.570201983788813,True,[]
ABT,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Close_Cubed | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,18,0.1804269810581307,0.2061732483874992,2.832183465026888,True,[]
